Country,Make,Model,Year,Review Score,Sales Volume
Germany,Kia,Telluride,2021,4.6,3964
USA,Kia,Telluride,2021,4.6,3302
France,Kia,Telluride,2022,3.6,574
Germany,Kia,Telluride,2022,2.7,2093
USA,Kia,Telluride,2022,4.5,8951
France,Kia,Telluride,2019,4.1,9329
Germany,Kia,Telluride,2019,1.4,17079
USA,Kia,Telluride,2019,4.2,2249
France,Kia,Telluride,2020,3.0,17159
Germany,Kia,Telluride,2020,4.9,10779
USA,Kia,Telluride,2020,2.7,14880
France,Kia,Telluride,2012,1.6,15531
Germany,Kia,Telluride,2012,2.7,2191
USA,Kia,Telluride,2012,4.0,5930
France,Kia,Telluride,2014,1.4,17551
Germany,Kia,Telluride,2014,3.8,13190
USA,Kia,Telluride,2014,4.8,13919
France,Kia,Telluride,2016,1.4,3653
Germany,Kia,Telluride,2016,4.5,7576
USA,Kia,Telluride,2016,1.3,7750
France,Kia,Telluride,2018,4.9,15921
Germany,Kia,Telluride,2018,3.8,1317
USA,Kia,Telluride,2018,4.2,751
France,Kia,Telluride,2013,3.3,15055
Germany,Kia,Telluride,2013,2.7,10668
USA,Kia,Telluride,2013,1.3,11589
France,Kia,Telluride,2010,2.8,11600
Germany,Kia,Telluride,2010,4.7,10136
USA,Kia,Telluride,2010,1.4,8308
France,Kia,Telluride,2015,1.9,14739
Germany,Kia,Telluride,2015,3.8,7734
USA,Kia,Telluride,2015,1.9,17000
France,Volvo,XC60,2017,2.2,12418
Germany,Volvo,XC60,2017,4.9,3097
USA,Volvo,XC60,2017,4.7,14536
France,Volvo,XC60,2011,2.2,7355
Germany,Volvo,XC60,2011,1.4,2320
USA,Volvo,XC60,2011,1.2,10333
France,Volvo,XC60,2021,1.4,5721
Germany,Volvo,XC60,2021,4.1,12801
USA,Volvo,XC60,2021,3.8,12796
France,Volvo,XC60,2022,1.3,4768
Germany,Volvo,XC60,2022,4.3,16730
USA,Volvo,XC60,2022,2.1,7850
France,Volvo,XC60,2019,2.2,4289
Germany,Volvo,XC60,2019,3.0,14806
USA,Volvo,XC60,2019,2.3,1578
France,Volvo,XC60,2020,3.9,18183
Germany,Volvo,XC60,2020,2.9,6244
USA,Volvo,XC60,2020,3.1,3622
France,Volvo,XC60,2012,4.7,3425
Germany,Volvo,XC60,2012,2.4,7940
USA,Volvo,XC60,2012,4.3,17401
France,Volvo,XC60,2014,1.7,17119
Germany,Volvo,XC60,2014,3.8,3989
USA,Volvo,XC60,2014,1.7,8898
France,Volvo,XC60,2016,3.4,3281
Germany,Volvo,XC60,2016,3.7,4580
USA,Volvo,XC60,2016,1.3,3365
France,Volvo,XC60,2018,3.8,7920
Germany,Volvo,XC60,2018,1.8,8951
USA,Volvo,XC60,2018,2.2,2338
France,Volvo,XC60,2013,3.7,11206
Germany,Volvo,XC60,2013,1.8,11107
USA,Volvo,XC60,2013,1.1,12457
France,Volvo,XC60,2010,4.7,3710
Germany,Volvo,XC60,2010,3.2,17121
USA,Volvo,XC60,2010,2.9,6702
France,Volvo,XC60,2015,4.7,7041
Germany,Volvo,XC60,2015,2.5,5873
USA,Volvo,XC60,2015,1.2,7243
France,Volkswagen,Golf,2017,2.2,7645
Germany,Volkswagen,Golf,2017,4.3,13838
USA,Volkswagen,Golf,2017,3.4,3117
France,Volkswagen,Golf,2011,4.1,9975
Germany,Volkswagen,Golf,2011,2.0,4306
USA,Volkswagen,Golf,2011,1.7,7782
France,Volkswagen,Golf,2021,3.7,9569
Germany,Volkswagen,Golf,2021,4.4,11823
USA,Volkswagen,Golf,2021,4.7,8049
France,Volkswagen,Golf,2022,4.3,1741
Germany,Volkswagen,Golf,2022,1.4,10452
USA,Volkswagen,Golf,2022,2.2,17806
France,Volkswagen,Golf,2019,4.8,9623
Germany,Volkswagen,Golf,2019,3.9,16137
USA,Volkswagen,Golf,2019,2.7,3331
France,Volkswagen,Golf,2020,4.8,5393
Germany,Volkswagen,Golf,2020,3.6,5955
USA,Volkswagen,Golf,2020,1.7,11187
France,Volkswagen,Golf,2012,4.5,17153
Germany,Volkswagen,Golf,2012,2.8,16393
USA,Volkswagen,Golf,2012,3.2,7497
France,Volkswagen,Golf,2014,1.5,15896
Germany,Volkswagen,Golf,2014,4.1,10741
USA,Volkswagen,Golf,2014,2.2,7307
France,Volkswagen,Golf,2016,1.1,10994
Germany,Volkswagen,Golf,2016,4.0,8468
USA,Volkswagen,Golf,2016,1.4,5683
France,Volkswagen,Golf,2018,2.5,6160
Germany,Volkswagen,Golf,2018,4.7,5445
USA,Volkswagen,Golf,2018,4.6,14846
France,Volkswagen,Golf,2013,4.0,7396
Germany,Volkswagen,Golf,2013,1.4,17504
USA,Volkswagen,Golf,2013,3.4,7307
France,Volkswagen,Golf,2010,2.9,8909
Germany,Volkswagen,Golf,2010,2.6,17149
USA,Volkswagen,Golf,2010,4.4,2287
France,Volkswagen,Golf,2015,2.5,11868
Germany,Volkswagen,Golf,2015,2.5,1989
USA,Volkswagen,Golf,2015,4.5,15667
France,Mazda,MX-5,2017,2.9,4435
Germany,Mazda,MX-5,2017,3.9,8910
USA,Mazda,MX-5,2017,1.4,3267
France,Mazda,MX-5,2011,4.2,12327
Germany,Mazda,MX-5,2011,1.2,13419
USA,Mazda,MX-5,2011,3.5,2549
France,Mazda,MX-5,2021,2.6,7714
Germany,Mazda,MX-5,2021,3.8,11418
USA,Mazda,MX-5,2021,2.2,6221
France,Mazda,MX-5,2022,4.9,3239
Germany,Mazda,MX-5,2022,2.1,17831
USA,Mazda,MX-5,2022,1.8,9343
France,Mazda,MX-5,2019,2.5,16155
Germany,Mazda,MX-5,2019,3.3,7362
USA,Mazda,MX-5,2019,1.2,17031
France,Mazda,MX-5,2020,3.3,4705
Germany,Mazda,MX-5,2020,2.8,9348
USA,Mazda,MX-5,2020,2.5,2679
France,Mazda,MX-5,2012,3.1,3882
Germany,Mazda,MX-5,2012,4.1,3882
USA,Mazda,MX-5,2012,2.5,6924
France,Mazda,MX-5,2014,2.9,18474
Germany,Mazda,MX-5,2014,3.3,1903
USA,Mazda,MX-5,2014,4.9,4370
France,Mazda,MX-5,2016,2.2,9346
Germany,Mazda,MX-5,2016,3.9,11058
USA,Mazda,MX-5,2016,3.3,7375
France,Mazda,MX-5,2018,1.1,6328
Germany,Mazda,MX-5,2018,4.2,16718
USA,Mazda,MX-5,2018,3.5,4252
France,Mazda,MX-5,2013,4.6,13211
Germany,Mazda,MX-5,2013,2.8,11390
USA,Mazda,MX-5,2013,3.8,4646
France,Mazda,MX-5,2010,3.0,12327
Germany,Mazda,MX-5,2010,4.8,5606
USA,Mazda,MX-5,2010,2.6,11416
France,Mazda,MX-5,2015,2.7,11183
Germany,Mazda,MX-5,2015,4.5,4837
USA,Mazda,MX-5,2015,1.8,1845
France,Buick,Encore,2017,1.2,15305
Germany,Buick,Encore,2017,1.9,2056
USA,Buick,Encore,2017,4.1,4648
France,Buick,Encore,2011,3.0,12943
Germany,Buick,Encore,2011,1.6,9571
USA,Buick,Encore,2011,3.3,1136
France,Buick,Encore,2021,2.0,11400
Germany,Buick,Encore,2021,3.6,15111
USA,Buick,Encore,2021,3.1,9160
France,Buick,Encore,2022,4.0,14637
Germany,Buick,Encore,2022,2.2,9889
USA,Buick,Encore,2022,1.1,6490
France,Buick,Encore,2019,1.8,5214
Germany,Buick,Encore,2019,3.1,1135
USA,Buick,Encore,2019,3.7,11803
France,Buick,Encore,2020,2.0,11079
Germany,Buick,Encore,2020,1.3,11258
USA,Buick,Encore,2020,1.6,13862
France,Buick,Encore,2012,2.8,2555
Germany,Buick,Encore,2012,2.5,509
USA,Buick,Encore,2012,4.6,2989
France,Buick,Encore,2014,1.5,5666
Germany,Buick,Encore,2014,2.0,13447
USA,Buick,Encore,2014,1.4,13403
France,Buick,Encore,2016,4.0,17161
Germany,Buick,Encore,2016,3.4,2840
USA,Buick,Encore,2016,1.7,16431
France,Buick,Encore,2018,1.5,15850
Germany,Buick,Encore,2018,2.2,18026
USA,Buick,Encore,2018,1.3,2198
France,Buick,Encore,2013,3.5,17696
Germany,Buick,Encore,2013,1.2,13278
USA,Buick,Encore,2013,3.3,18265
France,Buick,Encore,2010,3.0,1814
Germany,Buick,Encore,2010,2.1,10185
USA,Buick,Encore,2010,2.2,12497
France,Buick,Encore,2015,2.5,16899
Germany,Buick,Encore,2015,4.1,8621
USA,Buick,Encore,2015,3.1,18177
France,Vauxhall,Crossland X,2017,2.8,9436
Germany,Vauxhall,Crossland X,2017,4.9,15018
USA,Vauxhall,Crossland X,2017,3.7,11680
France,Vauxhall,Crossland X,2011,1.4,3367
Germany,Vauxhall,Crossland X,2011,3.0,18262
USA,Vauxhall,Crossland X,2011,4.2,6532
France,Vauxhall,Crossland X,2021,2.9,5726
Germany,Vauxhall,Crossland X,2021,2.9,9266
USA,Vauxhall,Crossland X,2021,4.8,13436
France,Vauxhall,Crossland X,2022,4.1,13692
Germany,Vauxhall,Crossland X,2022,3.4,17028
USA,Vauxhall,Crossland X,2022,3.9,3191
France,Vauxhall,Crossland X,2019,3.6,11487
Germany,Vauxhall,Crossland X,2019,1.4,1708
USA,Vauxhall,Crossland X,2019,3.7,16679
France,Vauxhall,Crossland X,2020,4.1,12624
Germany,Vauxhall,Crossland X,2020,3.5,15848
USA,Vauxhall,Crossland X,2020,1.5,13373
France,Vauxhall,Crossland X,2012,4.8,9206
Germany,Vauxhall,Crossland X,2012,3.1,18041
USA,Vauxhall,Crossland X,2012,3.6,12610
France,Vauxhall,Crossland X,2014,1.6,15573
Germany,Vauxhall,Crossland X,2014,3.4,11073
USA,Vauxhall,Crossland X,2014,1.2,3643
France,Vauxhall,Crossland X,2016,2.0,8992
Germany,Vauxhall,Crossland X,2016,2.4,13877
USA,Vauxhall,Crossland X,2016,3.1,11052
France,Vauxhall,Crossland X,2018,4.1,16667
Germany,Vauxhall,Crossland X,2018,3.1,2182
USA,Vauxhall,Crossland X,2018,3.0,16461
France,Vauxhall,Crossland X,2013,4.2,3928
Germany,Vauxhall,Crossland X,2013,3.2,17146
USA,Vauxhall,Crossland X,2013,2.5,14969
France,Vauxhall,Crossland X,2010,1.8,9330
Germany,Vauxhall,Crossland X,2010,1.2,15275
USA,Vauxhall,Crossland X,2010,2.4,9454
France,Vauxhall,Crossland X,2015,2.7,15070
Germany,Vauxhall,Crossland X,2015,2.6,7468
USA,Vauxhall,Crossland X,2015,2.9,2328
France,Ford,F-150,2017,1.6,17526
Germany,Ford,F-150,2017,3.4,2851
USA,Ford,F-150,2017,2.3,4941
France,Ford,F-150,2011,3.0,11419
Germany,Ford,F-150,2011,2.9,2992
USA,Ford,F-150,2011,2.1,889
France,Ford,F-150,2021,3.7,4842
Germany,Ford,F-150,2021,4.7,12224
USA,Ford,F-150,2021,2.9,16712
France,Ford,F-150,2022,4.2,15650
Germany,Ford,F-150,2022,2.9,906
USA,Ford,F-150,2022,1.4,4646
France,Ford,F-150,2019,4.8,8624
Germany,Ford,F-150,2019,4.3,1725
USA,Ford,F-150,2019,1.7,2319
France,Ford,F-150,2020,4.2,2513
Germany,Ford,F-150,2020,2.2,5057
USA,Ford,F-150,2020,1.3,14857
France,Ford,F-150,2012,2.9,2933
Germany,Ford,F-150,2012,4.5,11979
USA,Ford,F-150,2012,2.0,1163
France,Ford,F-150,2014,2.1,17978
Germany,Ford,F-150,2014,3.4,936
USA,Ford,F-150,2014,2.6,14747
France,Ford,F-150,2016,2.4,2257
Germany,Ford,F-150,2016,1.5,12744
USA,Ford,F-150,2016,4.7,4269
France,Ford,F-150,2018,2.8,6063
Germany,Ford,F-150,2018,3.5,9566
USA,Ford,F-150,2018,4.1,8487
France,Ford,F-150,2013,1.4,12950
Germany,Ford,F-150,2013,2.4,9117
USA,Ford,F-150,2013,2.9,17790
France,Ford,F-150,2010,3.5,17369
Germany,Ford,F-150,2010,3.8,5488
USA,Ford,F-150,2010,4.3,8308
France,Ford,F-150,2015,1.9,14882
Germany,Ford,F-150,2015,4.7,12418
USA,Ford,F-150,2015,1.6,18422
France,Toyota,Camry,2017,3.1,16670
Germany,Toyota,Camry,2017,4.0,11790
USA,Toyota,Camry,2017,3.4,14561
France,Toyota,Camry,2011,1.3,591
Germany,Toyota,Camry,2011,4.5,2278
USA,Toyota,Camry,2011,4.4,3432
France,Toyota,Camry,2021,4.5,12867
Germany,Toyota,Camry,2021,1.5,17025
USA,Toyota,Camry,2021,4.0,3740
France,Toyota,Camry,2022,4.7,7129
Germany,Toyota,Camry,2022,1.9,12552
USA,Toyota,Camry,2022,2.1,16105
France,Toyota,Camry,2019,3.2,17386
Germany,Toyota,Camry,2019,1.3,3570
USA,Toyota,Camry,2019,4.5,1360
France,Toyota,Camry,2020,3.7,8517
Germany,Toyota,Camry,2020,4.2,17610
USA,Toyota,Camry,2020,3.6,13288
France,Toyota,Camry,2012,1.5,14446
Germany,Toyota,Camry,2012,1.9,5081
USA,Toyota,Camry,2012,1.8,1312
France,Toyota,Camry,2014,4.3,3279
Germany,Toyota,Camry,2014,4.1,8899
USA,Toyota,Camry,2014,2.1,1069
France,Toyota,Camry,2016,4.7,12932
Germany,Toyota,Camry,2016,1.5,9175
USA,Toyota,Camry,2016,2.6,1654
France,Toyota,Camry,2018,3.1,5872
Germany,Toyota,Camry,2018,2.0,14401
USA,Toyota,Camry,2018,2.0,5365
France,Toyota,Camry,2013,4.1,5265
Germany,Toyota,Camry,2013,3.9,16334
USA,Toyota,Camry,2013,2.7,6509
France,Toyota,Camry,2010,1.5,10479
Germany,Toyota,Camry,2010,1.7,15804
USA,Toyota,Camry,2010,4.6,8059
France,Toyota,Camry,2015,1.8,16185
Germany,Toyota,Camry,2015,1.2,18399
USA,Toyota,Camry,2015,1.3,16678
France,Peugeot,508,2017,2.3,4162
Germany,Peugeot,508,2017,1.3,4169
USA,Peugeot,508,2017,2.8,16762
France,Peugeot,508,2011,2.4,16763
Germany,Peugeot,508,2011,4.0,1582
USA,Peugeot,508,2011,2.4,1831
France,Peugeot,508,2021,4.0,5209
Germany,Peugeot,508,2021,1.6,15652
USA,Peugeot,508,2021,1.6,10780
France,Peugeot,508,2022,4.3,9402
Germany,Peugeot,508,2022,4.6,15808
USA,Peugeot,508,2022,2.1,6441
France,Peugeot,508,2019,2.5,7199
Germany,Peugeot,508,2019,1.8,18365
USA,Peugeot,508,2019,4.5,16425
France,Peugeot,508,2020,3.6,5964
Germany,Peugeot,508,2020,1.6,3569
USA,Peugeot,508,2020,1.8,7415
France,Peugeot,508,2012,2.8,15716
Germany,Peugeot,508,2012,4.6,15981
USA,Peugeot,508,2012,4.0,12837
France,Peugeot,508,2014,1.5,8448
Germany,Peugeot,508,2014,4.0,10288
USA,Peugeot,508,2014,2.3,6675
France,Peugeot,508,2016,4.5,4810
Germany,Peugeot,508,2016,4.6,5718
USA,Peugeot,508,2016,3.3,16808
France,Peugeot,508,2018,4.8,15134
Germany,Peugeot,508,2018,1.3,1415
USA,Peugeot,508,2018,2.4,3129
France,Peugeot,508,2013,3.1,6388
Germany,Peugeot,508,2013,2.4,1329
USA,Peugeot,508,2013,3.0,13762
France,Peugeot,508,2010,1.6,14123
Germany,Peugeot,508,2010,2.8,11012
USA,Peugeot,508,2010,4.7,3817
France,Peugeot,508,2015,3.8,18215
Germany,Peugeot,508,2015,1.2,4347
USA,Peugeot,508,2015,2.3,2791
France,BMW,X5,2017,1.3,10819
Germany,BMW,X5,2017,3.9,3945
USA,BMW,X5,2017,3.7,541
France,BMW,X5,2011,3.5,1864
Germany,BMW,X5,2011,2.7,13197
USA,BMW,X5,2011,1.1,5240
France,BMW,X5,2021,1.8,618
Germany,BMW,X5,2021,4.4,14065
USA,BMW,X5,2021,4.4,8253
France,BMW,X5,2022,4.7,8959
Germany,BMW,X5,2022,3.3,18481
USA,BMW,X5,2022,2.5,16268
France,BMW,X5,2019,4.0,4765
Germany,BMW,X5,2019,2.4,13567
USA,BMW,X5,2019,3.2,10396
France,BMW,X5,2020,3.9,7641
Germany,BMW,X5,2020,3.6,15955
USA,BMW,X5,2020,2.0,15603
France,BMW,X5,2012,3.2,1597
Germany,BMW,X5,2012,1.3,12719
USA,BMW,X5,2012,4.3,11829
France,BMW,X5,2014,3.2,8106
Germany,BMW,X5,2014,2.3,1155
USA,BMW,X5,2014,4.7,6114
France,BMW,X5,2016,3.7,14349
Germany,BMW,X5,2016,2.6,15633
USA,BMW,X5,2016,3.7,10611
France,BMW,X5,2018,2.5,702
Germany,BMW,X5,2018,4.6,5376
USA,BMW,X5,2018,4.9,16196
France,BMW,X5,2013,2.3,16019
Germany,BMW,X5,2013,4.1,13970
USA,BMW,X5,2013,1.8,13003
France,BMW,X5,2010,4.3,17936
Germany,BMW,X5,2010,2.0,9031
USA,BMW,X5,2010,1.2,2287
France,BMW,X5,2015,1.4,12785
Germany,BMW,X5,2015,1.9,4315
USA,BMW,X5,2015,1.7,7681
France,Fiat,124 Spider,2017,1.8,2353
Germany,Fiat,124 Spider,2017,4.0,10279
USA,Fiat,124 Spider,2017,4.9,4235
France,Fiat,124 Spider,2011,2.5,7360
Germany,Fiat,124 Spider,2011,4.1,13965
USA,Fiat,124 Spider,2011,4.7,7286
France,Fiat,124 Spider,2021,1.2,12087
Germany,Fiat,124 Spider,2021,1.8,10093
USA,Fiat,124 Spider,2021,1.9,2900
France,Fiat,124 Spider,2022,3.0,6649
Germany,Fiat,124 Spider,2022,1.7,17575
USA,Fiat,124 Spider,2022,4.5,8777
France,Fiat,124 Spider,2019,2.5,11788
Germany,Fiat,124 Spider,2019,3.0,3939
USA,Fiat,124 Spider,2019,2.3,15717
France,Fiat,124 Spider,2020,3.3,12546
Germany,Fiat,124 Spider,2020,2.0,12376
USA,Fiat,124 Spider,2020,1.3,1900
France,Fiat,124 Spider,2012,3.6,11991
Germany,Fiat,124 Spider,2012,3.8,6561
USA,Fiat,124 Spider,2012,1.9,13376
France,Fiat,124 Spider,2014,4.3,3300
Germany,Fiat,124 Spider,2014,3.5,5329
USA,Fiat,124 Spider,2014,2.3,3981
France,Fiat,124 Spider,2016,3.2,2277
Germany,Fiat,124 Spider,2016,4.6,17025
USA,Fiat,124 Spider,2016,3.0,3994
France,Fiat,124 Spider,2018,4.5,12258
Germany,Fiat,124 Spider,2018,3.4,7832
USA,Fiat,124 Spider,2018,2.3,931
France,Fiat,124 Spider,2013,4.4,7856
Germany,Fiat,124 Spider,2013,1.7,1571
USA,Fiat,124 Spider,2013,4.5,5174
France,Fiat,124 Spider,2010,3.3,10910
Germany,Fiat,124 Spider,2010,3.3,6683
USA,Fiat,124 Spider,2010,2.9,17646
France,Fiat,124 Spider,2015,2.8,17776
Germany,Fiat,124 Spider,2015,2.7,7051
USA,Fiat,124 Spider,2015,2.7,14705
France,Peugeot,3008,2017,1.8,15791
Germany,Peugeot,3008,2017,4.4,3661
USA,Peugeot,3008,2017,1.7,10704
France,Peugeot,3008,2011,3.5,10506
Germany,Peugeot,3008,2011,1.8,15635
USA,Peugeot,3008,2011,3.0,2717
France,Peugeot,3008,2021,1.4,7575
Germany,Peugeot,3008,2021,1.2,16535
USA,Peugeot,3008,2021,4.4,15223
France,Peugeot,3008,2022,4.4,13995
Germany,Peugeot,3008,2022,3.7,8796
USA,Peugeot,3008,2022,3.9,3575
France,Peugeot,3008,2019,2.1,16763
Germany,Peugeot,3008,2019,4.0,6419
USA,Peugeot,3008,2019,1.3,15958
France,Peugeot,3008,2020,4.3,9726
Germany,Peugeot,3008,2020,3.2,5638
USA,Peugeot,3008,2020,2.2,17345
France,Peugeot,3008,2012,2.1,14873
Germany,Peugeot,3008,2012,1.6,2059
USA,Peugeot,3008,2012,2.2,16074
France,Peugeot,3008,2014,4.3,3857
Germany,Peugeot,3008,2014,1.7,6693
USA,Peugeot,3008,2014,2.6,14638
France,Peugeot,3008,2016,2.7,14416
Germany,Peugeot,3008,2016,1.1,6328
USA,Peugeot,3008,2016,1.8,12462
France,Peugeot,3008,2018,1.1,13600
Germany,Peugeot,3008,2018,1.2,1816
USA,Peugeot,3008,2018,4.8,1148
France,Peugeot,3008,2013,3.4,12454
Germany,Peugeot,3008,2013,4.4,2596
USA,Peugeot,3008,2013,3.4,4905
France,Peugeot,3008,2010,1.4,12581
Germany,Peugeot,3008,2010,4.3,8195
USA,Peugeot,3008,2010,3.0,8201
France,Peugeot,3008,2015,4.5,15707
Germany,Peugeot,3008,2015,4.4,14591
USA,Peugeot,3008,2015,3.1,14674
France,Renault,Scenic,2017,4.1,10312
Germany,Renault,Scenic,2017,4.7,12108
USA,Renault,Scenic,2017,1.8,6874
France,Renault,Scenic,2011,3.1,2331
Germany,Renault,Scenic,2011,3.8,14432
USA,Renault,Scenic,2011,1.5,15885
France,Renault,Scenic,2021,4.5,18018
Germany,Renault,Scenic,2021,1.4,6810
USA,Renault,Scenic,2021,3.6,10198
France,Renault,Scenic,2022,2.9,8273
Germany,Renault,Scenic,2022,3.6,7406
USA,Renault,Scenic,2022,2.4,7154
France,Renault,Scenic,2019,2.8,16550
Germany,Renault,Scenic,2019,2.4,17688
USA,Renault,Scenic,2019,4.4,16091
France,Renault,Scenic,2020,1.9,11507
Germany,Renault,Scenic,2020,1.8,12492
USA,Renault,Scenic,2020,2.3,7727
France,Renault,Scenic,2012,4.9,16765
Germany,Renault,Scenic,2012,3.5,5966
USA,Renault,Scenic,2012,2.8,3791
France,Renault,Scenic,2014,4.0,11826
Germany,Renault,Scenic,2014,3.1,11919
USA,Renault,Scenic,2014,3.4,11667
France,Renault,Scenic,2016,1.6,5918
Germany,Renault,Scenic,2016,2.3,8769
USA,Renault,Scenic,2016,4.0,17266
France,Renault,Scenic,2018,1.8,2173
Germany,Renault,Scenic,2018,1.7,9086
USA,Renault,Scenic,2018,2.8,15423
France,Renault,Scenic,2013,3.0,1588
Germany,Renault,Scenic,2013,3.0,562
USA,Renault,Scenic,2013,2.4,5830
France,Renault,Scenic,2010,3.8,6171
Germany,Renault,Scenic,2010,4.5,2306
USA,Renault,Scenic,2010,4.4,17067
France,Renault,Scenic,2015,1.6,14647
Germany,Renault,Scenic,2015,2.2,801
USA,Renault,Scenic,2015,1.4,17526
France,Toyota,Prius,2017,1.5,17332
Germany,Toyota,Prius,2017,1.9,13865
USA,Toyota,Prius,2017,2.1,14472
France,Toyota,Prius,2011,2.3,5838
Germany,Toyota,Prius,2011,1.8,18329
USA,Toyota,Prius,2011,1.7,12938
France,Toyota,Prius,2021,2.6,9927
Germany,Toyota,Prius,2021,2.1,17361
USA,Toyota,Prius,2021,1.1,6238
France,Toyota,Prius,2022,3.1,8586
Germany,Toyota,Prius,2022,1.1,14667
USA,Toyota,Prius,2022,2.0,4994
France,Toyota,Prius,2019,4.8,8440
Germany,Toyota,Prius,2019,4.2,10446
USA,Toyota,Prius,2019,3.0,7930
France,Toyota,Prius,2020,3.6,16314
Germany,Toyota,Prius,2020,3.3,11714
USA,Toyota,Prius,2020,3.3,6191
France,Toyota,Prius,2012,3.9,13882
Germany,Toyota,Prius,2012,3.0,4233
USA,Toyota,Prius,2012,2.2,14772
France,Toyota,Prius,2014,1.6,13158
Germany,Toyota,Prius,2014,2.1,16185
USA,Toyota,Prius,2014,1.8,18153
France,Toyota,Prius,2016,4.4,4492
Germany,Toyota,Prius,2016,1.5,11967
USA,Toyota,Prius,2016,2.4,931
France,Toyota,Prius,2018,3.8,9177
Germany,Toyota,Prius,2018,3.3,8899
USA,Toyota,Prius,2018,4.9,3559
France,Toyota,Prius,2013,1.4,3653
Germany,Toyota,Prius,2013,4.3,4933
USA,Toyota,Prius,2013,2.1,2274
France,Toyota,Prius,2010,2.1,7045
Germany,Toyota,Prius,2010,3.8,11637
USA,Toyota,Prius,2010,3.6,2521
France,Toyota,Prius,2015,2.1,8196
Germany,Toyota,Prius,2015,1.1,6720
USA,Toyota,Prius,2015,2.6,13110
France,Hyundai,Sonata,2017,1.2,14154
Germany,Hyundai,Sonata,2017,3.4,2112
USA,Hyundai,Sonata,2017,4.8,17568
France,Hyundai,Sonata,2011,4.6,13052
Germany,Hyundai,Sonata,2011,4.8,11117
USA,Hyundai,Sonata,2011,3.3,16743
France,Hyundai,Sonata,2021,3.0,8961
Germany,Hyundai,Sonata,2021,3.7,10260
USA,Hyundai,Sonata,2021,1.8,12653
France,Hyundai,Sonata,2022,4.7,15495
Germany,Hyundai,Sonata,2022,3.0,9142
USA,Hyundai,Sonata,2022,3.7,17225
France,Hyundai,Sonata,2019,1.9,17147
Germany,Hyundai,Sonata,2019,2.4,10983
USA,Hyundai,Sonata,2019,1.8,6797
France,Hyundai,Sonata,2020,2.9,1028
Germany,Hyundai,Sonata,2020,1.9,1629
USA,Hyundai,Sonata,2020,4.3,12483
France,Hyundai,Sonata,2012,4.7,12153
Germany,Hyundai,Sonata,2012,1.2,4055
USA,Hyundai,Sonata,2012,1.3,7038
France,Hyundai,Sonata,2014,1.1,18145
Germany,Hyundai,Sonata,2014,3.4,12289
USA,Hyundai,Sonata,2014,4.8,9084
France,Hyundai,Sonata,2016,4.0,7882
Germany,Hyundai,Sonata,2016,4.4,17887
USA,Hyundai,Sonata,2016,4.5,16418
France,Hyundai,Sonata,2018,2.3,16641
Germany,Hyundai,Sonata,2018,1.7,8523
USA,Hyundai,Sonata,2018,1.4,1197
France,Hyundai,Sonata,2013,3.3,6312
Germany,Hyundai,Sonata,2013,4.0,14189
USA,Hyundai,Sonata,2013,2.3,12434
France,Hyundai,Sonata,2010,2.1,7623
Germany,Hyundai,Sonata,2010,1.1,7114
USA,Hyundai,Sonata,2010,1.9,16410
France,Hyundai,Sonata,2015,4.8,15326
Germany,Hyundai,Sonata,2015,1.6,2915
USA,Hyundai,Sonata,2015,2.6,8757
France,Renault,Megane,2017,2.7,7972
Germany,Renault,Megane,2017,2.9,534
USA,Renault,Megane,2017,2.4,9269
France,Renault,Megane,2011,3.3,3669
Germany,Renault,Megane,2011,3.7,11267
USA,Renault,Megane,2011,4.7,2155
France,Renault,Megane,2021,3.7,10307
Germany,Renault,Megane,2021,3.7,7754
USA,Renault,Megane,2021,2.2,3773
France,Renault,Megane,2022,4.0,6325
Germany,Renault,Megane,2022,2.2,9807
USA,Renault,Megane,2022,2.0,18388
France,Renault,Megane,2019,3.7,12437
Germany,Renault,Megane,2019,4.5,9923
USA,Renault,Megane,2019,2.4,16643
France,Renault,Megane,2020,1.3,14381
Germany,Renault,Megane,2020,4.0,1112
USA,Renault,Megane,2020,1.4,9459
France,Renault,Megane,2012,3.2,11862
Germany,Renault,Megane,2012,4.9,15761
USA,Renault,Megane,2012,3.5,18453
France,Renault,Megane,2014,1.9,18000
Germany,Renault,Megane,2014,4.4,17091
USA,Renault,Megane,2014,2.6,17000
France,Renault,Megane,2016,1.4,2189
Germany,Renault,Megane,2016,4.4,1442
USA,Renault,Megane,2016,2.4,14577
France,Renault,Megane,2018,4.0,17624
Germany,Renault,Megane,2018,1.9,12557
USA,Renault,Megane,2018,1.5,14169
France,Renault,Megane,2013,2.9,13143
Germany,Renault,Megane,2013,1.6,7497
USA,Renault,Megane,2013,4.7,9743
France,Renault,Megane,2010,1.7,12977
Germany,Renault,Megane,2010,4.6,10593
USA,Renault,Megane,2010,3.1,13530
France,Renault,Megane,2015,4.1,2988
Germany,Renault,Megane,2015,4.7,10336
USA,Renault,Megane,2015,1.8,11056
France,BMW,X3,2017,4.9,1802
Germany,BMW,X3,2017,3.4,4722
USA,BMW,X3,2017,2.9,3703
France,BMW,X3,2011,2.0,9755
Germany,BMW,X3,2011,4.7,11016
USA,BMW,X3,2011,1.4,13121
France,BMW,X3,2021,1.6,14356
Germany,BMW,X3,2021,4.8,13967
USA,BMW,X3,2021,1.7,5581
France,BMW,X3,2022,4.2,11678
Germany,BMW,X3,2022,1.5,2311
